,"A1 Endurance sport, land-based","A2 Endurance sport, Cycling","A3 Endurance sport, Swimming",B1 Individual Fitness,B2 Group-based Fitness,E Compostional-creative activities,F relaxation-oriented activities,G  Outdoor sports,H1 Team sport games,H2 Net games
3267,0.45,0.11,0.12,0.46,0.14,0.04,0.04,0.07,0.28,0.1
3268,0.28,0.42,0.1,0.71,0.06,0.1,0.03,0.11,0.83,0.35
3269,0.69,0.75,0.34,0.56,0.18,0.05,0.16,0.52,0.08,0.13
3270,0.52,0.53,0.4,0.39,0.14,0.06,0.06,0.14,0.17,0.2
3271,0.46,0.39,0.21,0.43,0.22,0.16,0.05,0.58,0.68,0.61
3272,0.49,0.62,0.31,0.41,0.31,0.07,0.06,0.37,0.73,0.68
3273,0.47,0.35,0.5,0.27,0.69,0.49,0.75,0.45,0.05,0.25
3274,0.26,0.17,0.36,0.79,0.05,0.02,0.03,0.22,0.76,0.37
3275,0.7,0.47,0.45,0.71,0.42,0.4,0.57,0.36,0.09,0.12
3276,0.69,0.64,0.6,0.52,0.53,0.55,0.78,0.63,0.04,0.27
3277,0.39,0.22,0.24,0.43,0.13,0.22,0.03,0.22,0.69,0.52
3278,0.6,0.62,0.49,0.57,0.11,0.04,0.06,0.42,0.46,0.67
3279,0.75,0.59,0.57,0.24,0.25,0.22,0.38,0.58,0.04,0.22
3280,0.71,0.77,0.35,0.37,0.14,0.08,0.11,0.34,0.06,0.08
3281,0.33,0.12,0.33,0.38,0.61,0.24,0.13,0.38,0.29,0.32
3282,0.47,0.4,0.2,0.59,0.46,0.23,0.74,0.19,0.03,0.15
3283,0.56,0.51,0.49,0.51,0.09,0.04,0.04,0.54,0.56,0.28
3284,0.61,0.41,0.55,0.4,0.46,0.15,0.49,0.06,0.02,0.05
3285,0.47,0.47,0.21,0.21,0.13,0.05,0.05,0.26,0.54,0.46
3286,0.56,0.46,0.53,0.48,0.5,0.29,0.82,0.41,0.06,0.24
3287,0.46,0.3,0.5,0.41,0.39,0.21,0.63,0.27,0.24,0.47
3288,0.38,0.17,0.3,0.41,0.41,0.57,0.16,0.25,0.34,0.48
3289,0.7,0.61,0.59,0.54,0.46,0.3,0.76,0.34,0.03,0.23
3290,0.51,0.66,0.3,0.27,0.32,0.1,0.06,0.5,0.57,0.44
3291,0.69,0.61,0.31,0.2,0.28,0.57,0.45,0.73,0.07,0.44
3292,0.61,0.51,0.47,0.61,0.48,0.22,0.56,0.41,0.03,0.15
3293,0.29,0.34,0.15,0.29,0.08,0.15,0.04,0.71,0.75,0.25
3294,0.69,0.66,0.5,0.61,0.11,0.04,0.07,0.46,0.1,0.13
3295,0.3,0.21,0.29,0.48,0.18,0.28,0.06,0.16,0.33,0.23
3296,0.4,0.16,0.14,0.86,0.08,0.03,0.03,0.11,0.64,0.08
3297,0.36,0.21,0.26,0.57,0.07,0.25,0.07,0.16,0.24,0.21
3298,0.19,0.4,0.17,0.2,0.18,0.83,0.05,0.23,0.57,0.28
3299,0.51,0.48,0.21,0.53,0.17,0.06,0.05,0.39,0.71,0.43
3300,0.74,0.53,0.61,0.48,0.59,0.44,0.76,0.43,0.04,0.17
3301,0.61,0.35,0.26,0.57,0.36,0.12,0.55,0.18,0.05,0.08
3302,0.35,0.29,0.22,0.69,0.08,0.05,0.06,0.26,0.34,0.15
3303,0.59,0.51,0.39,0.61,0.22,0.07,0.07,0.22,0.31,0.23
3304,0.43,0.38,0.27,0.27,0.34,0.74,0.49,0.16,0.08,0.14
3305,0.44,0.18,0.44,0.42,0.66,0.31,0.45,0.21,0.05,0.18
3306,0.66,0.61,0.16,0.38,0.15,0.09,0.17,0.59,0.33,0.63
3307,0.47,0.73,0.16,0.32,0.11,0.06,0.07,0.45,0.14,0.45
3308,0.37,0.18,0.16,0.51,0.25,0.53,0.15,0.26,0.45,0.51
3309,0.71,0.73,0.3,0.22,0.12,0.03,0.07,0.62,0.07,0.28
3310,0.6,0.62,0.22,0.52,0.15,0.05,0.05,0.35,0.26,0.13
3311,0.46,0.51,0.23,0.36,0.23,0.21,0.32,0.36,0.05,0.61
3312,0.59,0.43,0.46,0.61,0.33,0.17,0.39,0.5,0.08,0.35
3313,0.49,0.28,0.28,0.63,0.5,0.28,0.27,0.44,0.22,0.6
3314,0.39,0.24,0.2,0.74,0.44,0.26,0.18,0.13,0.25,0.42
3315,0.52,0.42,0.38,0.41,0.15,0.07,0.08,0.26,0.28,0.39
3316,0.63,0.7,0.24,0.4,0.22,0.06,0.07,0.43,0.46,0.65
3317,0.65,0.61,0.44,0.39,0.13,0.13,0.26,0.77,0.28,0.37
3318,0.41,0.42,0.24,0.25,0.08,0.18,0.1,0.38,0.35,0.41
3319,0.52,0.48,0.44,0.64,0.15,0.06,0.12,0.22,0.24,0.19
3320,0.56,0.33,0.45,0.42,0.55,0.34,0.39,0.31,0.14,0.42
3321,0.34,0.22,0.27,0.34,0.25,0.81,0.26,0.58,0.42,0.36
3322,0.56,0.52,0.47,0.3,0.29,0.6,0.65,0.77,0.12,0.4
3323,0.5,0.6,0.37,0.6,0.22,0.16,0.08,0.66,0.47,0.54
3324,0.44,0.16,0.08,0.74,0.06,0.03,0.02,0.05,0.2,0.07
3325,0.18,0.29,0.14,0.32,0.07,0.03,0.03,0.25,0.88,0.36
3326,0.69,0.65,0.45,0.55,0.13,0.06,0.05,0.57,0.27,0.29
3327,0.27,0.1,0.3,0.3,0.52,0.71,0.15,0.21,0.17,0.4
3328,0.49,0.48,0.22,0.62,0.13,0.04,0.08,0.27,0.14,0.51
3329,0.31,0.15,0.19,0.66,0.19,0.39,0.12,0.24,0.28,0.39
3330,0.39,0.21,0.24,0.36,0.4,0.15,0.45,0.06,0.04,0.21
3331,0.67,0.52,0.32,0.44,0.43,0.13,0.52,0.65,0.08,0.56
3332,0.4,0.21,0.2,0.68,0.38,0.54,0.21,0.25,0.2,0.4
3333,0.67,0.54,0.33,0.47,0.72,0.33,0.62,0.47,0.03,0.23
3334,0.29,0.23,0.1,0.34,0.11,0.02,0.04,0.07,0.77,0.42
3335,0.52,0.26,0.23,0.65,0.22,0.25,0.13,0.23,0.29,0.18
3336,0.66,0.49,0.44,0.57,0.42,0.21,0.63,0.56,0.06,0.23
3337,0.66,0.21,0.25,0.46,0.28,0.25,0.09,0.13,0.5,0.41
3338,0.53,0.71,0.48,0.53,0.24,0.15,0.13,0.77,0.42,0.51
3339,0.47,0.43,0.49,0.44,0.63,0.68,0.78,0.43,0.05,0.25
3340,0.44,0.21,0.46,0.2,0.73,0.34,0.46,0.4,0.06,0.32
3341,0.26,0.21,0.24,0.31,0.29,0.24,0.09,0.49,0.69,0.68
3342,0.4,0.46,0.43,0.55,0.12,0.11,0.04,0.6,0.77,0.65
3343,0.36,0.17,0.25,0.33,0.2,0.02,0.03,0.21,0.53,0.37
3344,0.68,0.48,0.26,0.58,0.39,0.14,0.62,0.29,0.03,0.06
3345,0.6,0.36,0.41,0.35,0.44,0.13,0.64,0.07,0.02,0.1
3346,0.68,0.75,0.29,0.41,0.17,0.03,0.1,0.52,0.08,0.17
3347,0.53,0.35,0.54,0.62,0.61,0.58,0.43,0.35,0.07,0.32
3348,0.71,0.79,0.53,0.42,0.11,0.08,0.32,0.72,0.14,0.23
3349,0.34,0.26,0.3,0.44,0.13,0.1,0.04,0.3,0.81,0.68
3350,0.74,0.53,0.58,0.57,0.5,0.42,0.76,0.41,0.05,0.12
3351,0.67,0.7,0.52,0.56,0.12,0.07,0.1,0.27,0.06,0.15
3352,0.24,0.23,0.34,0.37,0.54,0.43,0.26,0.18,0.16,0.27
3353,0.54,0.38,0.3,0.57,0.38,0.43,0.18,0.49,0.43,0.51
3354,0.46,0.38,0.49,0.55,0.66,0.23,0.74,0.25,0.08,0.25
3355,0.5,0.44,0.17,0.54,0.15,0.07,0.11,0.42,0.62,0.53
3356,0.6,0.53,0.3,0.48,0.14,0.08,0.13,0.2,0.11,0.19
3357,0.59,0.43,0.59,0.41,0.69,0.49,0.77,0.31,0.04,0.28
3358,0.48,0.22,0.11,0.67,0.12,0.34,0.06,0.12,0.57,0.39
3359,0.59,0.48,0.53,0.54,0.71,0.18,0.74,0.16,0.03,0.12
3360,0.51,0.54,0.39,0.58,0.08,0.03,0.11,0.09,0.09,0.14
3361,0.29,0.3,0.3,0.39,0.28,0.11,0.03,0.1,0.09,0.19
3362,0.57,0.64,0.17,0.42,0.35,0.09,0.02,0.27,0.15,0.14
3363,0.63,0.61,0.51,0.51,0.6,0.53,0.69,0.63,0.04,0.31
3364,0.46,0.34,0.49,0.22,0.35,0.36,0.64,0.14,0.05,0.22
3365,0.66,0.67,0.45,0.58,0.21,0.03,0.11,0.5,0.43,0.51
3366,0.52,0.34,0.49,0.39,0.57,0.5,0.47,0.56,0.25,0.45
3367,0.69,0.53,0.53,0.34,0.46,0.48,0.36,0.47,0.06,0.16
3368,0.67,0.67,0.34,0.52,0.11,0.05,0.2,0.34,0.09,0.19
3369,0.51,0.34,0.36,0.55,0.42,0.15,0.54,0.11,0.03,0.05
3370,0.75,0.47,0.13,0.44,0.37,0.13,0.38,0.19,0.03,0.07
3371,0.71,0.58,0.5,0.58,0.46,0.3,0.64,0.34,0.02,0.19
3372,0.62,0.43,0.48,0.53,0.58,0.31,0.73,0.2,0.03,0.24
3373,0.66,0.48,0.61,0.56,0.55,0.45,0.67,0.42,0.05,0.2
3374,0.63,0.78,0.58,0.39,0.09,0.11,0.12,0.66,0.09,0.25
3375,0.35,0.31,0.28,0.42,0.12,0.07,0.03,0.42,0.89,0.68
3376,0.54,0.41,0.55,0.35,0.47,0.74,0.7,0.41,0.06,0.28
3377,0.39,0.24,0.1,0.41,0.07,0.1,0.04,0.48,0.87,0.4
3378,0.71,0.65,0.44,0.44,0.41,0.24,0.79,0.7,0.03,0.27
3379,0.39,0.17,0.43,0.32,0.57,0.63,0.28,0.38,0.06,0.39
3380,0.41,0.31,0.29,0.52,0.28,0.09,0.19,0.48,0.49,0.67
3381,0.68,0.46,0.42,0.43,0.58,0.3,0.77,0.24,0.02,0.12
3382,0.5,0.4,0.54,0.5,0.55,0.59,0.52,0.54,0.11,0.54
3383,0.53,0.36,0.54,0.57,0.36,0.33,0.54,0.14,0.04,0.06
3384,0.56,0.43,0.45,0.54,0.56,0.18,0.71,0.17,0.02,0.14
3385,0.29,0.17,0.24,0.46,0.11,0.06,0.02,0.41,0.91,0.76
3386,0.46,0.43,0.29,0.56,0.62,0.21,0.41,0.18,0.02,0.25
3387,0.56,0.5,0.53,0.43,0.5,0.71,0.63,0.67,0.1,0.56
3388,0.8,0.55,0.39,0.26,0.24,0.28,0.33,0.49,0.02,0.11
3389,0.55,0.49,0.45,0.46,0.53,0.56,0.57,0.52,0.09,0.15
3390,0.21,0.25,0.09,0.4,0.09,0.1,0.03,0.47,0.83,0.38
3391,0.71,0.57,0.43,0.54,0.49,0.2,0.61,0.46,0.02,0.17
3392,0.69,0.66,0.56,0.55,0.09,0.05,0.1,0.61,0.23,0.24
3393,0.38,0.18,0.24,0.58,0.09,0.05,0.05,0.17,0.21,0.35
3394,0.53,0.62,0.34,0.33,0.14,0.04,0.1,0.23,0.62,0.65
3395,0.52,0.48,0.53,0.54,0.65,0.29,0.76,0.22,0.04,0.2
3396,0.46,0.43,0.33,0.6,0.34,0.35,0.19,0.44,0.33,0.48
3397,0.6,0.44,0.53,0.44,0.64,0.38,0.79,0.35,0.04,0.25
3398,0.72,0.59,0.6,0.48,0.49,0.46,0.77,0.34,0.03,0.24
3399,0.71,0.75,0.49,0.51,0.05,0.05,0.05,0.39,0.08,0.13
3400,0.31,0.24,0.25,0.72,0.05,0.05,0.03,0.26,0.75,0.67
3401,0.58,0.59,0.46,0.53,0.15,0.05,0.24,0.42,0.17,0.24
3402,0.61,0.53,0.45,0.39,0.23,0.71,0.33,0.72,0.2,0.3
3403,0.52,0.17,0.23,0.53,0.4,0.14,0.49,0.1,0.02,0.04
3404,0.69,0.51,0.43,0.57,0.44,0.15,0.72,0.53,0.05,0.23
3405,0.24,0.16,0.34,0.27,0.18,0.24,0.09,0.52,0.73,0.68
3406,0.77,0.55,0.41,0.44,0.31,0.21,0.5,0.25,0.02,0.06
3407,0.68,0.55,0.6,0.57,0.38,0.58,0.75,0.57,0.07,0.17
3408,0.52,0.71,0.17,0.55,0.23,0.08,0.04,0.38,0.2,0.34
3409,0.69,0.44,0.43,0.37,0.08,0.03,0.06,0.21,0.15,0.15
3410,0.53,0.47,0.24,0.57,0.66,0.31,0.56,0.37,0.05,0.28
3411,0.69,0.47,0.5,0.59,0.31,0.23,0.56,0.38,0.04,0.13
3412,0.63,0.52,0.45,0.51,0.42,0.18,0.62,0.61,0.13,0.51
3413,0.43,0.31,0.18,0.57,0.08,0.09,0.07,0.46,0.84,0.67
3414,0.67,0.61,0.26,0.23,0.33,0.13,0.31,0.46,0.13,0.17
3415,0.35,0.26,0.35,0.43,0.42,0.72,0.18,0.64,0.39,0.59
3416,0.6,0.36,0.57,0.4,0.61,0.38,0.77,0.13,0.03,0.09
3417,0.74,0.61,0.59,0.47,0.62,0.4,0.58,0.3,0.02,0.25
3418,0.4,0.27,0.33,0.64,0.09,0.22,0.04,0.36,0.66,0.55
3419,0.35,0.31,0.22,0.42,0.72,0.23,0.63,0.11,0.02,0.19
3420,0.41,0.35,0.42,0.37,0.61,0.33,0.75,0.11,0.02,0.13
3421,0.32,0.1,0.1,0.52,0.13,0.09,0.04,0.3,0.45,0.13
3422,0.66,0.57,0.47,0.49,0.29,0.52,0.62,0.74,0.07,0.22
3423,0.51,0.4,0.48,0.37,0.51,0.24,0.55,0.03,0.02,0.07
3424,0.37,0.44,0.09,0.61,0.13,0.23,0.07,0.12,0.14,0.3
3425,0.36,0.34,0.15,0.57,0.08,0.06,0.05,0.46,0.68,0.3
3426,0.74,0.61,0.27,0.26,0.35,0.1,0.29,0.34,0.13,0.17
3427,0.59,0.42,0.29,0.47,0.25,0.27,0.17,0.26,0.74,0.34
3428,0.31,0.14,0.14,0.28,0.35,0.42,0.13,0.13,0.12,0.29
3429,0.65,0.76,0.42,0.3,0.12,0.05,0.08,0.51,0.11,0.7
3430,0.36,0.29,0.49,0.4,0.66,0.4,0.47,0.15,0.04,0.17
3431,0.31,0.22,0.22,0.68,0.15,0.13,0.08,0.26,0.74,0.45
3432,0.75,0.34,0.25,0.4,0.25,0.16,0.57,0.16,0.02,0.04
3433,0.57,0.44,0.5,0.46,0.44,0.43,0.67,0.38,0.06,0.15
3434,0.37,0.47,0.36,0.46,0.23,0.06,0.08,0.28,0.58,0.43
3435,0.59,0.52,0.39,0.74,0.15,0.06,0.07,0.35,0.36,0.14
3436,0.74,0.53,0.59,0.33,0.52,0.48,0.77,0.4,0.06,0.16
3437,0.57,0.43,0.59,0.48,0.6,0.48,0.65,0.26,0.06,0.19
3438,0.43,0.24,0.24,0.8,0.38,0.39,0.17,0.1,0.34,0.19
3439,0.61,0.47,0.57,0.52,0.64,0.41,0.56,0.36,0.07,0.33
3440,0.56,0.51,0.43,0.45,0.47,0.55,0.6,0.65,0.2,0.58
3441,0.59,0.5,0.57,0.53,0.53,0.64,0.8,0.68,0.06,0.25
3442,0.43,0.31,0.49,0.33,0.41,0.49,0.61,0.13,0.04,0.21
3443,0.71,0.6,0.51,0.56,0.48,0.37,0.71,0.39,0.03,0.17
3444,0.62,0.49,0.54,0.4,0.5,0.56,0.79,0.4,0.05,0.2
3445,0.37,0.44,0.39,0.42,0.25,0.04,0.04,0.12,0.08,0.12
3446,0.57,0.5,0.59,0.65,0.64,0.39,0.53,0.42,0.06,0.19
3447,0.69,0.59,0.53,0.4,0.48,0.25,0.73,0.7,0.06,0.26
3448,0.58,0.41,0.57,0.42,0.41,0.59,0.74,0.17,0.02,0.14
3449,0.62,0.56,0.39,0.63,0.17,0.04,0.07,0.52,0.3,0.19
3450,0.73,0.59,0.34,0.5,0.61,0.33,0.55,0.36,0.03,0.06
3451,0.27,0.2,0.34,0.33,0.21,0.84,0.22,0.52,0.29,0.19
3452,0.35,0.29,0.2,0.64,0.14,0.06,0.03,0.22,0.39,0.25
3453,0.5,0.19,0.32,0.76,0.28,0.42,0.14,0.1,0.12,0.2
3454,0.18,0.23,0.2,0.38,0.07,0.07,0.03,0.3,0.75,0.6
3455,0.45,0.31,0.41,0.66,0.53,0.28,0.48,0.19,0.06,0.2
3456,0.44,0.49,0.18,0.6,0.24,0.1,0.08,0.48,0.69,0.65
3457,0.36,0.15,0.19,0.85,0.05,0.03,0.03,0.23,0.75,0.36
3458,0.43,0.29,0.2,0.31,0.24,0.15,0.05,0.25,0.18,0.27
3459,0.5,0.44,0.33,0.57,0.15,0.05,0.03,0.47,0.46,0.62
3460,0.27,0.15,0.29,0.42,0.36,0.34,0.07,0.2,0.33,0.35
3461,0.68,0.72,0.45,0.56,0.22,0.05,0.14,0.47,0.15,0.17
3462,0.67,0.61,0.51,0.57,0.47,0.21,0.63,0.39,0.05,0.18
3463,0.25,0.16,0.11,0.83,0.07,0.03,0.03,0.09,0.75,0.23
3464,0.55,0.22,0.23,0.72,0.24,0.32,0.08,0.25,0.51,0.23
3465,0.44,0.35,0.46,0.33,0.74,0.27,0.53,0.08,0.02,0.16
3466,0.28,0.42,0.27,0.39,0.12,0.14,0.03,0.51,0.88,0.67
3467,0.61,0.55,0.35,0.49,0.43,0.31,0.73,0.47,0.04,0.38
3468,0.36,0.24,0.41,0.54,0.39,0.16,0.64,0.1,0.03,0.04
3469,0.65,0.58,0.41,0.55,0.61,0.27,0.75,0.47,0.04,0.32
3470,0.36,0.24,0.34,0.46,0.44,0.35,0.73,0.17,0.04,0.09
3471,0.17,0.28,0.11,0.28,0.13,0.34,0.11,0.35,0.85,0.49
3472,0.38,0.42,0.29,0.51,0.17,0.08,0.03,0.54,0.79,0.74
3473,0.42,0.35,0.49,0.54,0.53,0.13,0.77,0.13,0.05,0.06
3474,0.65,0.53,0.41,0.47,0.68,0.49,0.68,0.54,0.03,0.53
3475,0.69,0.64,0.38,0.66,0.16,0.04,0.05,0.42,0.26,0.27
3476,0.63,0.37,0.46,0.46,0.18,0.1,0.57,0.2,0.08,0.22
3477,0.7,0.44,0.49,0.42,0.48,0.27,0.79,0.4,0.05,0.19
3478,0.7,0.53,0.6,0.48,0.65,0.5,0.62,0.29,0.05,0.26
3479,0.51,0.39,0.48,0.38,0.61,0.5,0.43,0.65,0.25,0.49
3480,0.77,0.57,0.34,0.49,0.35,0.27,0.32,0.26,0.02,0.05
3481,0.38,0.29,0.16,0.41,0.12,0.04,0.08,0.13,0.25,0.36
3482,0.49,0.28,0.33,0.31,0.23,0.1,0.28,0.23,0.38,0.24
3483,0.7,0.51,0.48,0.42,0.54,0.37,0.73,0.46,0.05,0.28
3484,0.68,0.61,0.45,0.55,0.5,0.57,0.73,0.56,0.02,0.21
3485,0.52,0.49,0.23,0.55,0.16,0.05,0.08,0.19,0.09,0.21
3486,0.6,0.51,0.57,0.61,0.7,0.39,0.68,0.31,0.04,0.15
3487,0.38,0.35,0.38,0.5,0.59,0.3,0.56,0.05,0.02,0.08
3488,0.65,0.47,0.41,0.29,0.39,0.21,0.66,0.19,0.07,0.21
3489,0.29,0.08,0.29,0.28,0.56,0.22,0.12,0.19,0.14,0.41
3490,0.64,0.43,0.5,0.46,0.14,0.05,0.07,0.1,0.11,0.12
3491,0.32,0.25,0.21,0.46,0.62,0.27,0.56,0.11,0.02,0.1
3492,0.36,0.15,0.21,0.85,0.05,0.04,0.04,0.18,0.59,0.22
3493,0.7,0.7,0.31,0.37,0.1,0.06,0.19,0.32,0.05,0.09
3494,0.27,0.28,0.17,0.56,0.11,0.12,0.09,0.31,0.8,0.38
3495,0.32,0.17,0.26,0.81,0.04,0.03,0.02,0.17,0.66,0.09
3496,0.77,0.52,0.58,0.54,0.34,0.3,0.65,0.31,0.02,0.1
3497,0.67,0.55,0.47,0.33,0.31,0.45,0.46,0.75,0.23,0.51
3498,0.58,0.62,0.51,0.4,0.6,0.43,0.67,0.49,0.03,0.2
3499,0.68,0.6,0.47,0.52,0.37,0.13,0.74,0.55,0.04,0.21
3500,0.69,0.66,0.5,0.6,0.08,0.04,0.07,0.49,0.13,0.15
3501,0.56,0.47,0.44,0.53,0.66,0.13,0.71,0.26,0.04,0.2
3502,0.54,0.36,0.08,0.28,0.24,0.04,0.03,0.07,0.11,0.06
3503,0.37,0.39,0.08,0.53,0.18,0.09,0.09,0.08,0.1,0.1
3504,0.41,0.16,0.38,0.63,0.23,0.44,0.13,0.28,0.2,0.47
3505,0.69,0.59,0.6,0.57,0.47,0.41,0.71,0.23,0.02,0.19
3506,0.57,0.51,0.14,0.3,0.16,0.05,0.04,0.34,0.79,0.74
3507,0.67,0.36,0.22,0.43,0.13,0.28,0.34,0.06,0.05,0.04
3508,0.49,0.23,0.27,0.64,0.29,0.65,0.15,0.15,0.16,0.18
3509,0.35,0.5,0.19,0.37,0.12,0.06,0.06,0.34,0.75,0.73
3510,0.3,0.22,0.21,0.19,0.15,0.34,0.06,0.31,0.51,0.55
3511,0.42,0.32,0.3,0.33,0.31,0.1,0.14,0.33,0.18,0.48
3512,0.57,0.48,0.37,0.57,0.15,0.12,0.07,0.31,0.69,0.6
3513,0.35,0.26,0.08,0.46,0.06,0.05,0.04,0.32,0.85,0.48
3514,0.55,0.5,0.4,0.59,0.42,0.26,0.21,0.41,0.29,0.69
3515,0.23,0.21,0.24,0.48,0.05,0.08,0.02,0.22,0.86,0.6
3516,0.45,0.42,0.15,0.36,0.14,0.75,0.22,0.18,0.19,0.28
3517,0.37,0.16,0.15,0.41,0.13,0.1,0.08,0.14,0.17,0.18
3518,0.27,0.12,0.42,0.36,0.15,0.22,0.04,0.33,0.79,0.54
3519,0.18,0.15,0.06,0.39,0.09,0.04,0.02,0.1,0.69,0.18
3520,0.62,0.79,0.23,0.3,0.24,0.18,0.08,0.43,0.18,0.33
3521,0.7,0.55,0.44,0.61,0.26,0.2,0.39,0.53,0.37,0.34
3522,0.58,0.26,0.4,0.51,0.43,0.13,0.62,0.18,0.04,0.04
3523,0.31,0.09,0.11,0.36,0.62,0.27,0.15,0.12,0.14,0.28
3524,0.65,0.66,0.31,0.51,0.23,0.18,0.2,0.6,0.61,0.58
3525,0.43,0.37,0.27,0.68,0.08,0.03,0.04,0.41,0.69,0.64
3526,0.43,0.38,0.44,0.48,0.54,0.15,0.76,0.15,0.02,0.07
3527,0.32,0.27,0.1,0.41,0.06,0.13,0.13,0.34,0.39,0.29
3528,0.65,0.41,0.34,0.49,0.64,0.37,0.52,0.38,0.04,0.27
3529,0.59,0.5,0.58,0.61,0.49,0.56,0.67,0.57,0.07,0.2
3530,0.64,0.5,0.47,0.53,0.57,0.53,0.75,0.24,0.02,0.17
3531,0.47,0.25,0.24,0.55,0.29,0.41,0.23,0.07,0.09,0.19
3532,0.69,0.51,0.58,0.55,0.31,0.55,0.72,0.48,0.07,0.1
3533,0.34,0.26,0.13,0.31,0.23,0.07,0.03,0.24,0.64,0.59
3534,0.55,0.55,0.43,0.4,0.62,0.57,0.36,0.55,0.04,0.54
3535,0.55,0.69,0.27,0.45,0.31,0.1,0.13,0.55,0.53,0.68
3536,0.87,0.55,0.55,0.29,0.23,0.25,0.46,0.66,0.03,0.21
3537,0.77,0.48,0.29,0.48,0.3,0.07,0.38,0.36,0.04,0.11
3538,0.6,0.46,0.54,0.43,0.5,0.63,0.82,0.42,0.05,0.25
3539,0.69,0.75,0.43,0.51,0.12,0.06,0.06,0.37,0.06,0.15
3540,0.58,0.37,0.45,0.66,0.54,0.47,0.57,0.4,0.08,0.14
3541,0.19,0.31,0.06,0.18,0.08,0.08,0.03,0.13,0.55,0.12
3542,0.33,0.15,0.1,0.44,0.09,0.14,0.04,0.06,0.2,0.15
3543,0.58,0.41,0.23,0.3,0.12,0.04,0.02,0.14,0.1,0.07
3544,0.37,0.22,0.32,0.39,0.28,0.74,0.15,0.66,0.35,0.35
3545,0.56,0.38,0.46,0.62,0.41,0.6,0.61,0.55,0.06,0.26
3546,0.37,0.33,0.33,0.47,0.59,0.16,0.53,0.09,0.02,0.1
3547,0.33,0.37,0.09,0.2,0.18,0.15,0.04,0.62,0.78,0.69
3548,0.52,0.34,0.49,0.63,0.32,0.48,0.17,0.5,0.22,0.43
3549,0.58,0.69,0.49,0.42,0.24,0.1,0.17,0.77,0.33,0.45
3550,0.39,0.12,0.13,0.21,0.36,0.43,0.19,0.15,0.22,0.25
3551,0.64,0.47,0.29,0.47,0.6,0.4,0.25,0.35,0.02,0.1
3552,0.59,0.57,0.32,0.51,0.15,0.05,0.04,0.49,0.62,0.64
3553,0.5,0.2,0.33,0.42,0.19,0.13,0.15,0.18,0.14,0.18
3554,0.55,0.64,0.16,0.22,0.12,0.45,0.09,0.68,0.82,0.7
3555,0.62,0.53,0.39,0.51,0.09,0.02,0.07,0.15,0.05,0.21
3556,0.41,0.46,0.35,0.54,0.54,0.5,0.34,0.25,0.13,0.44
3557,0.45,0.29,0.38,0.53,0.6,0.22,0.62,0.1,0.03,0.05
3558,0.74,0.47,0.28,0.5,0.51,0.24,0.57,0.33,0.02,0.11
3559,0.56,0.79,0.38,0.46,0.14,0.13,0.13,0.5,0.12,0.4
3560,0.27,0.25,0.14,0.32,0.08,0.03,0.03,0.24,0.79,0.66
3561,0.28,0.27,0.34,0.23,0.32,0.8,0.07,0.35,0.5,0.58
3562,0.57,0.63,0.24,0.41,0.32,0.06,0.04,0.42,0.44,0.44
3563,0.71,0.76,0.48,0.45,0.11,0.1,0.17,0.62,0.1,0.2
3564,0.74,0.62,0.34,0.54,0.33,0.11,0.58,0.54,0.03,0.16
3565,0.34,0.14,0.13,0.64,0.19,0.36,0.1,0.05,0.25,0.28
3566,0.46,0.29,0.48,0.64,0.57,0.54,0.34,0.3,0.07,0.35
3567,0.44,0.21,0.2,0.73,0.4,0.47,0.21,0.1,0.19,0.16
3568,0.45,0.12,0.35,0.56,0.15,0.2,0.09,0.21,0.7,0.63
3569,0.33,0.3,0.29,0.54,0.22,0.54,0.09,0.31,0.4,0.5
3570,0.69,0.73,0.51,0.56,0.12,0.05,0.1,0.58,0.18,0.18
3571,0.46,0.64,0.19,0.26,0.07,0.09,0.03,0.47,0.25,0.28
3572,0.29,0.31,0.33,0.23,0.42,0.32,0.23,0.23,0.24,0.35
3573,0.66,0.49,0.45,0.49,0.51,0.26,0.53,0.3,0.03,0.36
3574,0.64,0.48,0.19,0.45,0.15,0.04,0.03,0.24,0.16,0.14
3575,0.73,0.22,0.25,0.54,0.39,0.18,0.56,0.3,0.02,0.15
3576,0.57,0.42,0.25,0.41,0.6,0.37,0.42,0.35,0.03,0.25
3577,0.29,0.14,0.28,0.2,0.44,0.47,0.17,0.13,0.11,0.27
3578,0.25,0.23,0.17,0.31,0.42,0.3,0.09,0.07,0.07,0.18
3579,0.65,0.54,0.18,0.33,0.17,0.09,0.14,0.39,0.16,0.47
3580,0.46,0.47,0.4,0.56,0.63,0.31,0.66,0.56,0.08,0.49
3581,0.32,0.36,0.18,0.25,0.13,0.63,0.1,0.21,0.47,0.28
3582,0.6,0.45,0.51,0.64,0.63,0.3,0.76,0.46,0.08,0.25
3583,0.71,0.43,0.3,0.45,0.08,0.02,0.09,0.38,0.09,0.27
3584,0.32,0.39,0.12,0.24,0.14,0.31,0.04,0.61,0.87,0.66
3585,0.27,0.17,0.24,0.2,0.31,0.64,0.05,0.35,0.4,0.51
3586,0.41,0.38,0.55,0.45,0.56,0.34,0.66,0.07,0.03,0.19
3587,0.29,0.41,0.14,0.36,0.09,0.15,0.03,0.48,0.85,0.71
3588,0.57,0.17,0.48,0.41,0.67,0.18,0.22,0.21,0.05,0.08
